gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,AvgMonthlyCharges,ChargeDeviation,RevenueAtRisk,IsNewCustomer,IsLoyalCustomer,TenureGroup,ServiceCount,HasInternet,ServiceAdoptionRate,LongTermContract,AutoPays,ChargesPerService,TenureValueScore,M2M_HighCharge,NoContractNoAutopay,HighChargeFlag,ZeroTotalCharges,churn_probability,label,action
Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),69.5,69.5,69.5,0.0,4934.5,1,0,0.0,1,1,0.1111111111111111,0,1,34.75,69.5,0,0,0,0,0.6881720430107527,1,OUTREACH_NEW_CUSTOMER
Female,0,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),59.45,780.85,55.775,3.6750000000000043,3448.1000000000004,0,0,2.0,4,1,0.4444444444444444,0,1,11.89,832.3000000000001,0,0,0,0,0.10077519379844961,0,RETAIN
Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),95.0,3440.25,95.5625,-0.5625,3420.0,0,1,3.0,4,1,0.4444444444444444,0,1,19.0,3420.0,1,0,1,0,0.4126984126984127,0,URGENT_MODEL
Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.5,759.35,21.695714285714285,-1.1957142857142848,758.5,0,1,3.0,1,0,0.1111111111111111,1,1,10.25,717.5,0,0,0,0,0.0,0,RETAIN
Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.95,1004.5,20.927083333333332,-0.9770833333333329,478.79999999999995,0,1,3.0,1,0,0.1111111111111111,1,1,9.975,957.5999999999999,0,0,0,0,0.04032258064516129,0,RETAIN
Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.1,1143.8,18.750819672131147,0.34918032786885433,210.10000000000002,0,1,4.0,1,0,0.1111111111111111,1,1,9.55,1165.1000000000001,0,0,0,0,0.04032258064516129,0,RETAIN
Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.3,738.2,73.82000000000001,-3.5200000000000102,4358.599999999999,0,0,1.0,1,1,0.1111111111111111,0,0,35.15,703.0,0,1,0,0,0.49019607843137264,1,URGENT_MODEL
Male,0,No,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),45.2,492.0,44.72727272727273,0.4727272727272762,2757.2000000000003,0,0,1.0,1,1,0.1111111111111111,0,1,22.6,497.20000000000005,0,0,0,0,0.24193548387096775,0,OUTREACH_MODEL
Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.6,279.55,93.18333333333334,1.4166666666666572,6527.4,1,0,0.0,4,1,0.4444444444444444,0,0,18.919999999999998,283.79999999999995,1,1,1,0,0.8181818181818182,1,URGENT_TRIPLE_RISK
Female,0,No,No,60,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,1,Electronic check,44.45,2773.9,46.23166666666667,-1.7816666666666663,533.4000000000001,0,1,4.0,3,1,0.3333333333333333,1,0,11.1125,2667.0,0,0,0,0,0.10077519379844961,0,RETAIN
Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),87.55,4884.85,85.69912280701755,1.850877192982452,1313.25,0,1,4.0,5,1,0.5555555555555556,0,1,14.591666666666667,4990.349999999999,1,0,0,0,0.10077519379844961,0,RETAIN
Female,0,No,No,48,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),83.45,3887.85,80.996875,2.453125,2002.8000000000002,0,1,3.0,7,1,0.7777777777777778,1,1,10.43125,4005.6000000000004,0,0,0,0,0.04032258064516129,0,RETAIN
Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.45,270.2,20.784615384615385,-1.334615384615386,1147.55,0,0,2.0,1,0,0.1111111111111111,1,0,9.725,252.85,0,0,0,0,0.008771929824561403,0,RETAIN
Female,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.2,1445.2,23.691803278688525,0.5081967213114744,266.2,0,1,4.0,2,0,0.2222222222222222,1,0,8.066666666666666,1476.2,0,0,0,0,0.0,0,RETAIN
Male,0,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),30.05,1529.45,29.98921568627451,0.060784313725491756,631.0500000000001,0,1,4.0,1,1,0.1111111111111111,0,1,15.025,1532.55,0,0,0,0,0.24193548387096775,0,OUTREACH_MODEL
Female,0,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,1,Electronic check,95.55,3692.85,94.68846153846154,0.8615384615384585,3153.15,0,1,3.0,5,1,0.5555555555555556,1,0,15.924999999999999,3726.45,0,0,1,0,0.10077519379844961,1,RETAIN
Male,0,Yes,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),39.15,2692.75,38.46785714285714,0.6821428571428569,78.3,0,1,4.0,3,1,0.3333333333333333,1,1,9.7875,2740.5,0,0,0,0,0.0,0,RETAIN
Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.4,1110.35,20.95,-1.5500000000000007,368.59999999999997,0,1,4.0,1,0,0.1111111111111111,1,0,9.7,1028.1999999999998,0,0,0,0,0.0,0,RETAIN
Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.5,226.8,20.61818181818182,-1.1181818181818208,1189.5,0,0,1.0,1,0,0.1111111111111111,1,0,9.75,214.5,0,0,0,0,0.04032258064516129,0,RETAIN
Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,84.25,1968.1,85.5695652173913,-1.3195652173913004,4128.25,0,0,2.0,4,1,0.4444444444444444,0,0,16.85,1937.75,1,1,0,0,0.573170731707317,0,URGENT_MODEL
Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,69.1,69.1,69.1,0.0,4906.099999999999,1,0,0.0,1,1,0.1111111111111111,0,0,34.55,69.1,0,1,0,0,0.6881720430107527,1,URGENT_TRIPLE_RISK
Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),87.95,522.35,87.05833333333334,0.8916666666666657,5804.7,0,0,1.0,4,1,0.4444444444444444,0,1,17.59,527.7,1,0,0,0,0.4126984126984127,0,URGENT_MODEL
Female,1,No,No,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,1,Mailed check,96.75,5206.55,98.23679245283019,-1.486792452830187,1838.25,0,1,4.0,5,1,0.5555555555555556,1,0,16.125,5127.75,0,0,1,0,0.05555555555555555,0,RETAIN
Female,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.2,4400.75,104.7797619047619,0.42023809523810485,3156.0,0,1,3.0,6,1,0.6666666666666666,0,0,15.028571428571428,4418.400000000001,1,1,1,0,0.4126984126984127,1,OUTREACH_HIGH_CHARGE
Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),77.65,714.15,79.35,-1.6999999999999886,4891.950000000001,0,0,1.0,2,1,0.2222222222222222,0,1,25.883333333333336,698.85,1,0,0,0,0.49019607843137264,1,URGENT_MODEL
Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),114.95,7711.25,110.16071428571429,4.789285714285711,229.9,0,1,4.0,8,1,0.8888888888888888,1,1,12.772222222222222,8046.5,0,0,1,0,0.10077519379844961,0,RETAIN
Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,1,Credit card (automatic),75.65,5411.4,77.30571428571427,-1.655714285714268,151.3,0,1,4.0,2,1,0.2222222222222222,1,1,25.21666666666667,5295.5,0,0,0,0,0.10077519379844961,0,RETAIN
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),79.5,5661.7,78.63472222222222,0.8652777777777771,0.0,0,1,4.0,7,1,0.7777777777777778,1,1,9.9375,5724.0,0,0,0,0,0.0,0,RETAIN
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,86.6,86.6,86.6,0.0,6148.599999999999,1,0,0.0,3,1,0.3333333333333333,0,0,21.65,86.6,1,1,0,0,0.95,1,URGENT_TRIPLE_RISK
Male,0,Yes,Yes,33,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),82.1,2603.1,78.88181818181818,3.2181818181818187,3201.8999999999996,0,1,3.0,6,1,0.6666666666666666,1,1,11.728571428571428,2709.2999999999997,0,0,0,0,0.008771929824561403,0,RETAIN
Male,0,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.05,1230.9,22.794444444444448,1.2555555555555529,432.90000000000003,0,1,4.0,2,0,0.2222222222222222,1,1,8.016666666666667,1298.7,0,0,0,0,0.008771929824561403,0,RETAIN
Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.75,1859.1,25.820833333333333,-1.0708333333333329,0.0,0,1,4.0,2,0,0.2222222222222222,1,1,8.25,1782.0,0,0,0,0,0.0,0,RETAIN
Female,0,Yes,No,33,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),59.55,2016.3,61.1,-1.5500000000000043,2322.45,0,1,3.0,5,1,0.5555555555555556,1,1,9.924999999999999,1965.1499999999999,0,0,0,0,0.008771929824561403,0,RETAIN
Male,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,1,Electronic check,70.7,3770.0,69.81481481481481,0.8851851851851933,1272.6000000000001,0,1,4.0,5,1,0.5555555555555556,1,0,11.783333333333333,3817.8,0,0,0,0,0.10077519379844961,0,RETAIN
Female,0,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.3,2416.55,69.04428571428572,1.2557142857142765,2601.1,0,1,3.0,1,1,0.1111111111111111,0,0,35.15,2460.5,0,1,0,0,0.4126984126984127,1,URGENT_MODEL
Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),100.05,4834.0,100.70833333333333,-0.6583333333333314,2401.2,0,1,3.0,5,1,0.5555555555555556,0,1,16.675,4802.4,1,0,1,0,0.24193548387096775,0,OUTREACH_HIGH_CHARGE
Male,0,Yes,No,14,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),66.6,979.5,69.96428571428571,-3.364285714285714,3862.7999999999997,0,0,2.0,4,1,0.4444444444444444,0,1,13.319999999999999,932.3999999999999,0,0,0,0,0.20689655172413793,0,OUTREACH_MODEL
Female,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.3,821.6,23.474285714285713,0.8257142857142874,899.1,0,1,3.0,2,0,0.2222222222222222,1,1,8.1,850.5,0,0,0,0,0.0,0,RETAIN
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.0,96.45,48.225,-3.2250000000000014,3150.0,1,0,0.0,1,1,0.1111111111111111,0,0,22.5,90.0,0,1,0,0,0.49019607843137264,1,URGENT_TRIPLE_RISK
Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,0,Electronic check,85.55,5084.65,86.18050847457627,-0.6305084745762741,1112.1499999999999,0,1,4.0,3,1,0.3333333333333333,1,0,21.3875,5047.45,0,0,0,0,0.24193548387096775,1,OUTREACH_MODEL
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,19.75,19.75,0.0,1402.25,1,0,0.0,1,0,0.1111111111111111,0,0,9.875,19.75,0,1,0,0,0.38461538461538464,0,URGENT_TRIPLE_RISK
Male,1,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,103.85,5485.5,103.5,0.3499999999999943,1973.1499999999999,0,1,4.0,6,1,0.6666666666666666,0,0,14.835714285714285,5504.049999999999,1,1,1,0,0.573170731707317,1,OUTREACH_HIGH_CHARGE
Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Electronic check,90.4,2178.6,87.14399999999999,3.2560000000000144,4248.8,0,1,3.0,3,1,0.3333333333333333,1,0,22.6,2260.0,0,0,1,0,0.24193548387096775,1,OUTREACH_MODEL
Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),23.9,1663.5,23.429577464788732,0.47042253521126653,23.9,0,1,4.0,2,0,0.2222222222222222,1,1,7.966666666666666,1696.8999999999999,0,0,0,0,0.0,0,RETAIN
Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,0,Electronic check,80.8,3132.75,78.31875,2.481250000000003,2585.6,0,1,3.0,3,1,0.3333333333333333,1,0,20.2,3232.0,0,0,0,0,0.24193548387096775,0,OUTREACH_MODEL
Female,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),107.4,7748.75,107.62152777777777,-0.22152777777776578,0.0,0,1,4.0,7,1,0.7777777777777778,1,1,13.425,7732.8,0,0,1,0,0.04032258064516129,0,RETAIN
Male,0,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),89.1,1949.4,88.60909090909091,0.49090909090908497,4455.0,0,0,2.0,4,1,0.4444444444444444,0,1,17.82,1960.1999999999998,1,0,0,0,0.4126984126984127,0,URGENT_MODEL
Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,80.0,3168.75,79.21875,0.78125,2560.0,0,1,3.0,3,1,0.3333333333333333,0,0,20.0,3200.0,1,1,0,0,0.49019607843137264,0,URGENT_MODEL
Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.1,296.15,18.509375,1.5906250000000028,1125.6000000000001,0,0,2.0,1,0,0.1111111111111111,1,0,10.05,321.6,0,0,0,0,0.008771929824561403,0,RETAIN
Female,0,Yes,Yes,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Credit card (automatic),55.2,528.35,52.835,2.365000000000002,3422.4,0,0,1.0,3,1,0.3333333333333333,0,1,13.8,552.0,0,0,0,0,0.24193548387096775,1,OUTREACH_MODEL
Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.95,683.25,22.04032258064516,-1.0903225806451609,858.9499999999999,0,1,3.0,1,0,0.1111111111111111,1,0,10.475,649.4499999999999,0,0,0,0,0.008771929824561403,0,RETAIN
Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,94.4,857.25,95.25,-0.8499999999999943,5947.200000000001,0,0,1.0,4,1,0.4444444444444444,0,0,18.880000000000003,849.6,1,1,1,0,0.6881720430107527,1,URGENT_MODEL
Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.55,96.1,19.22,1.3300000000000018,1376.8500000000001,0,0,1.0,1,0,0.1111111111111111,0,1,10.275,102.75,0,0,0,0,0.20689655172413793,0,OUTREACH_MODEL
Female,0,No,No,27,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,89.2,2383.6,88.28148148148148,0.9185185185185247,4014.0,0,1,3.0,4,1,0.4444444444444444,0,0,17.84,2408.4,1,1,0,0,0.25925925925925924,0,URGENT_MODEL
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,25.1,25.1,25.1,0.0,1782.1000000000001,1,0,0.0,0,1,0.0,0,0,25.1,25.1,0,1,0,0,0.49019607843137264,1,URGENT_TRIPLE_RISK
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),82.65,5919.35,82.21319444444445,0.43680555555555145,0.0,0,1,4.0,7,1,0.7777777777777778,1,1,10.33125,5950.8,0,0,0,0,0.008771929824561403,0,RETAIN
Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),98.45,6145.2,100.74098360655738,-2.2909836065573757,1082.95,0,1,4.0,5,1,0.5555555555555556,1,1,16.408333333333335,6005.45,0,0,1,0,0.10077519379844961,0,RETAIN
Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.25,383.65,20.192105263157895,0.05789473684210478,1073.25,0,0,2.0,1,0,0.1111111111111111,1,1,10.125,384.75,0,0,0,0,0.008771929824561403,0,RETAIN
Female,0,No,No,56,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,73.85,4092.85,73.08660714285715,0.763392857142847,1181.6,0,1,4.0,2,1,0.2222222222222222,0,0,24.616666666666664,4135.599999999999,1,1,0,0,0.4126984126984127,1,URGENT_MODEL
Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Credit card (automatic),110.25,7279.35,107.04926470588236,3.200735294117635,441.0,0,1,4.0,7,1,0.7777777777777778,1,1,13.78125,7497.0,0,0,1,0,0.10077519379844961,0,RETAIN
Male,0,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,67.25,832.3,69.35833333333333,-2.1083333333333343,4035.0,0,0,1.0,5,1,0.5555555555555556,0,0,11.208333333333334,807.0,0,1,0,0,0.20689655172413793,0,OUTREACH_MODEL
Male,0,Yes,Yes,30,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,0,Electronic check,67.6,2000.2,66.67333333333333,0.9266666666666623,2839.2,0,1,3.0,6,1,0.6666666666666666,0,0,9.657142857142857,2027.9999999999998,0,1,0,0,0.18500697911070096,0,OUTREACH_MODEL
Female,0,Yes,Yes,44,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),56.25,2419.55,54.98977272727273,1.2602272727272705,1575.0,0,1,3.0,3,1,0.3333333333333333,0,1,14.0625,2475.0,0,0,0,0,0.10077519379844961,0,RETAIN
Female,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),108.05,7806.6,108.42500000000001,-0.3750000000000142,0.0,0,1,4.0,7,1,0.7777777777777778,1,1,13.50625,7779.599999999999,0,0,1,0,0.10077519379844961,0,RETAIN
Female,0,No,No,11,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,58.95,601.6,54.690909090909095,4.259090909090908,3595.9500000000003,0,0,1.0,3,1,0.3333333333333333,0,0,14.7375,648.45,0,1,0,0,0.25925925925925924,0,URGENT_MODEL
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,70.4,281.0,70.25,0.15000000000000568,4787.200000000001,0,0,1.0,1,1,0.1111111111111111,0,0,35.2,281.6,0,1,0,0,0.573170731707317,1,URGENT_MODEL
Female,0,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),88.15,3973.2,90.3,-2.1499999999999915,2468.2000000000003,0,1,3.0,4,1,0.4444444444444444,0,1,17.630000000000003,3878.6000000000004,1,0,0,0,0.38461538461538464,0,URGENT_MODEL
Female,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.45,921.3,18.802040816326528,0.6479591836734713,447.34999999999997,0,1,4.0,1,0,0.1111111111111111,1,1,9.725,953.05,0,0,0,0,0.04032258064516129,0,RETAIN
Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.45,7007.6,101.55942028985508,-2.1094202898550805,298.35,0,1,4.0,5,1,0.5555555555555556,0,1,16.575,6862.05,1,0,1,0,0.38461538461538464,1,URGENT_MODEL
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.4,20.4,20.4,0.0,1448.3999999999999,1,0,0.0,1,0,0.1111111111111111,0,0,10.2,20.4,0,1,0,0,0.24872968488588432,0,URGENT_TRIPLE_RISK
Female,1,No,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,55.6,580.8,52.8,2.8000000000000043,3391.6,0,0,1.0,3,1,0.3333333333333333,0,0,13.9,611.6,0,1,0,0,0.24193548387096775,0,OUTREACH_MODEL
Female,0,Yes,No,71,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),80.45,5662.25,79.75,0.7000000000000028,80.45,0,1,4.0,6,1,0.6666666666666666,1,1,11.492857142857144,5711.95,0,0,0,0,0.008771929824561403,0,RETAIN
Female,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,26.1,1759.55,26.26194029850746,-0.16194029850746006,130.5,0,1,4.0,2,0,0.2222222222222222,1,0,8.700000000000001,1748.7,0,0,0,0,0.0,0,RETAIN
Female,0,No,No,43,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,0,Electronic check,55.45,2444.25,56.843023255813954,-1.3930232558139508,1608.0500000000002,0,1,3.0,3,1,0.3333333333333333,1,0,13.8625,2384.35,0,0,0,0,0.10077519379844961,0,RETAIN
Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),81.3,3190.65,77.82073170731708,3.4792682926829173,2520.2999999999997,0,1,3.0,3,1,0.3333333333333333,0,1,20.325,3333.2999999999997,1,0,0,0,0.24193548387096775,0,OUTREACH_MODEL
Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Credit card (automatic),103.25,5037.55,104.94895833333334,-1.6989583333333371,2478.0,0,1,3.0,6,1,0.6666666666666666,1,1,14.75,4956.0,0,0,1,0,0.10077519379844961,1,RETAIN
Female,0,Yes,Yes,50,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),84.15,4164.4,83.288,0.862000000000009,1851.3000000000002,0,1,4.0,7,1,0.7777777777777778,1,1,10.51875,4207.5,0,0,0,0,0.04032258064516129,0,RETAIN
Female,0,No,No,6,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,0,Credit card (automatic),50.95,307.6,51.26666666666667,-0.31666666666667,3362.7000000000003,0,0,1.0,4,1,0.4444444444444444,0,1,10.190000000000001,305.70000000000005,0,0,0,0,0.10077519379844961,0,RETAIN
Male,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.95,85.15,42.575,2.375,3146.5,1,0,0.0,1,1,0.1111111111111111,0,0,22.475,89.9,0,1,0,0,0.49019607843137264,1,URGENT_TRIPLE_RISK
Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),109.65,5405.8,108.116,1.534000000000006,2412.3,0,1,4.0,7,1,0.7777777777777778,0,1,13.70625,5482.5,1,0,1,0,0.24193548387096775,0,OUTREACH_HIGH_CHARGE
Female,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,78.95,378.4,75.67999999999999,3.2700000000000102,5289.650000000001,0,0,1.0,2,1,0.2222222222222222,0,0,26.316666666666666,394.75,1,1,0,0,0.6881720430107527,1,URGENT_MODEL
Male,0,Yes,No,49,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,0,Credit card (automatic),49.65,2409.9,49.18163265306123,0.4683673469387699,1141.95,0,1,4.0,3,1,0.3333333333333333,1,1,12.4125,2432.85,0,0,0,0,0.04032258064516129,0,RETAIN
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,45.3,22.65,-2.299999999999997,1424.5,1,0,0.0,1,0,0.1111111111111111,0,0,10.175,40.7,0,1,0,0,0.24193548387096775,0,URGENT_TRIPLE_RISK
Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),79.95,1043.4,86.95,-7.0,4797.0,0,0,1.0,2,1,0.2222222222222222,0,1,26.650000000000002,959.4000000000001,1,0,0,0,0.4126984126984127,0,URGENT_MODEL
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,0,Mailed check,55.55,55.55,55.55,0.0,3944.0499999999997,1,0,0.0,2,1,0.2222222222222222,0,0,18.516666666666666,55.55,0,1,0,0,0.573170731707317,0,URGENT_TRIPLE_RISK
Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.85,473.9,20.604347826086954,0.24565217391304728,1021.6500000000001,0,0,2.0,1,0,0.1111111111111111,0,0,10.425,479.55,0,1,0,0,0.20689655172413793,0,OUTREACH_MODEL
Female,0,No,No,7,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),25.05,189.95,27.135714285714283,-2.085714285714282,1628.25,0,0,1.0,0,1,0.0,0,1,25.05,175.35,0,0,0,0,0.25925925925925924,0,URGENT_MODEL
Male,0,Yes,Yes,29,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,1,Credit card (automatic),55.35,1636.95,56.44655172413793,-1.0965517241379317,2380.05,0,1,3.0,5,1,0.5555555555555556,1,1,9.225,1605.15,0,0,0,0,0.04032258064516129,0,RETAIN
Male,0,No,No,4,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,61.3,249.4,62.35,-1.0500000000000043,4168.4,0,0,1.0,3,1,0.3333333333333333,0,0,15.325,245.2,0,1,0,0,0.25925925925925924,0,URGENT_MODEL
